frame,id,x1,y1,x2,y2,type
81,5,455.09,343.64,118.67,52.14,car
81,8,894.72,305.99,69.75,47.73,car
81,11,1098.28,297.94,31.73,27.75,car
81,12,962.86,351.39,116.77,106,car
81,22,1108.66,271.31,50.99,14.09,car
81,26,1017.27,320.68,58.97,42.29,car
81,30,979.36,279.2,64.57,30.04,car
81,35,1060.77,312.86,41.62,34.9,car
81,38,464.1,478.11,308.91,161.27,car
81,42,954.1,291.48,57.86,25.09,car
81,43,1147.17,311.75,34.4,50.72,car
82,3,658.19,362.93,100.79,52.49,car
82,5,453.59,343.6,118.94,52.21,car
82,8,893.96,305.71,70.19,48.27,car
82,11,1098.34,297.77,31.72,27.81,car
82,12,963.56,351.44,116.03,105.31,car
82,22,1108.66,271.3,51.05,14.1,car
82,26,1016.87,320.62,60.19,42.96,car
82,30,979.25,279.23,64.66,30.06,car
82,35,1061.77,312.79,40.8,33.86,car
82,38,467.74,477.05,305.35,161.41,car
82,42,954.33,291.66,57.55,24.92,car
82,43,1147.44,312.47,34.06,50.08,car
83,3,655.25,362.7,99.45,50.76,car
83,5,450.1,343.52,117.01,51.34,car
83,8,893.2,306.27,69.82,48.23,car
83,11,1098.84,297.23,31.73,27.93,car
83,12,964.65,350.61,115.26,104.61,car
83,22,1108.55,271.27,51.23,14.16,car
83,26,1021.3,321.1,53.6,37.17,car
83,30,979.23,279.23,64.7,30.08,car
83,35,1062.69,312.72,40.09,33.27,car
83,38,481.8,476.64,292.71,156.48,car
83,42,953.9,291.52,58.51,25.42,car
83,43,1147.58,313.01,33.82,49.53,car
84,3,652.15,361.98,100.29,50.39,car
84,5,448.87,343.5,116.35,51.03,car
84,8,892.95,306.46,69.54,48.23,car
84,11,1099.11,297.02,31.72,28.01,car
84,22,1108.5,271.27,51.29,14.17,car
84,26,1022.71,321.24,51.63,34.9,car
84,38,487.69,476.52,286.36,154.68,car
84,42,953.82,291.47,58.74,25.59,car
84,43,1147.57,313.16,33.84,49.38,car
85,3,646.54,362.17,101.11,49.85,car
85,5,443.9,343.58,115.36,50.39,car
85,8,892.2,308.31,66.99,46.21,car
85,11,1099.31,296.91,31.42,27.83,car
85,12,968.94,352.84,109.82,99.39,car
85,22,1108.66,271.26,51.09,14.12,car
85,26,1022.16,319.97,52.83,35.16,car
85,30,979.51,279.23,64.65,30.09,car
85,35,1064.19,311.7,39.83,32.47,car
85,38,498.5,474.43,277.91,151.5,car
85,42,951.68,291.52,59.93,26.04,car
85,43,1147.49,313.3,33.84,49.16,car
86,3,642.14,362.26,102.02,49.35,car
86,5,440.95,343.73,113.43,49.32,car
86,8,892.01,309.82,65.69,45.23,car
86,11,1099.72,296.9,31.04,27.54,car
86,12,969.55,349.51,111.34,101.38,car
86,22,1108.62,271.22,51.17,14.14,car
86,26,1021.71,319.12,53.92,35.51,car
86,30,979.49,279.16,64.81,30.2,car
86,35,1063.78,310.82,41.56,33.57,car
86,38,510.62,474.46,266.81,146.43,car
86,42,950.48,291.84,60.47,26.13,car
86,43,1147.65,313.72,33.57,48.76,car
87,3,638.8,361.96,102.19,48.54,car
87,5,436.75,343.53,114.48,49.72,car
87,8,891.28,310.9,64.94,44.43,car
87,11,1100.25,296.7,30.88,27.41,car
87,12,970.76,348.51,109.8,99.8,car
87,22,1108.54,271.21,51.21,14.16,car
87,26,1023.01,318.78,53.57,34.83,car
87,30,979.57,279.13,64.85,30.25,car
87,35,1062.62,310.19,44.05,35.65,car
87,38,520.65,474.05,259.54,143.31,car
87,42,949.61,291.95,60.94,26.16,car
88,3,634.75,361.57,104.56,48.85,car
88,5,432.71,343.53,112.21,48.68,car
88,8,888.96,310.97,65.3,44.36,car
88,11,1100.89,296.5,31.08,27.55,car
88,12,970.21,346.33,110.91,101.35,car
88,22,1108.55,271.2,51.2,14.16,car
88,26,1023.58,318.63,53.74,34.54,car
88,30,979.61,279.13,64.78,30.25,car
88,35,1062.43,309.5,45.1,36.56,car
88,38,525.7,470.48,260.26,144.83,car
88,42,949.38,291.89,61.53,26.32,car
89,3,632.91,361.42,106.45,49.01,car
89,5,431.35,343.53,111.51,48.33,car
89,8,888.02,310.98,65.65,44.31,car
89,11,1101.1,296.44,31.16,27.59,car
89,12,970.04,345.42,111.17,102.09,car
89,22,1108.56,271.19,51.19,14.16,car
89,26,1023.51,318.58,54.28,34.55,car
89,30,979.63,279.13,64.73,30.25,car
89,35,1062.3,309.2,45.6,37.03,car
89,38,527.91,469.23,259.51,145.45,car
89,42,949.23,291.86,61.86,26.37,car
90,3,627.75,361.16,106.55,48.37,car
90,5,427.45,343.53,110.78,47.88,car
90,8,886.16,310.9,67.5,45.52,car
90,11,1101.49,296.21,30.91,27.37,car
90,12,973.11,348.32,106.47,97.77,car
90,22,1108.72,271.14,51.14,14.15,car
90,26,1022.3,318.26,57.8,36.71,car
90,30,979.81,279.16,64.63,30.2,car
90,35,1064.21,308.73,44.35,35.9,car
90,38,535.91,467.76,254.84,144.12,car
90,42,949.02,291.79,60.85,25.81,car
90,43,1147.95,313.83,34.43,49.82,car
91,3,623.23,360.8,107.4,48.08,car
91,5,424.05,343.35,111.27,47.93,car
91,8,885.14,311.35,67.27,45.28,car
91,11,1101.8,296.06,30.89,27.33,car
91,12,971.96,344.4,108.93,100.41,car
91,22,1108.75,271.14,51.08,14.13,car
91,26,1020.64,317.33,61.16,39.1,car
91,30,979.86,279.19,64.59,30.19,car
91,35,1064.97,308.01,44.42,35.97,car
91,38,543.34,466.29,249.99,142.26,car
91,42,949.15,291.73,60.44,25.55,car
91,43,1148.02,314.1,34.45,49.64,car
92,3,621.28,360.68,108.54,47.99,car
92,5,422.97,343.3,111.59,47.93,car
92,8,884.82,311.52,67.15,45.1,car
92,11,1101.94,296.06,30.85,27.26,car
92,12,971.76,343.1,109.44,101.22,car
92,22,1108.76,271.14,51.03,14.11,car
92,26,1020.11,316.99,62.21,40.01,car
92,30,979.88,279.2,64.56,30.18,car
92,35,1065.22,307.73,44.47,36.02,car
92,38,546.38,465.89,247.29,141.52,car
92,42,949.16,291.71,60.41,25.45,car
92,43,1148.01,314.21,34.53,49.56,car
93,3,614.24,360,112.74,49.35,car
93,5,416.82,343.6,112.25,48.1,car
93,8,882.07,311.92,68.2,45.59,car
93,11,1102.06,296.84,29.88,26.41,car
93,12,973.66,342.9,106.94,99.01,car
93,22,1109,271.27,50.41,13.93,car
93,26,1019.85,316.65,64.54,41.96,car
93,30,979.74,279.23,64.78,30.29,car
93,35,1066.09,307.37,44.11,35.65,car
93,38,558.95,465.35,234.86,134.34,car
93,42,948.47,292.09,61.23,25.63,car
93,43,1147.87,313.89,34.82,49.89,car
94,3,611.27,359.76,115.01,49.9,car
94,5,414.56,343.73,112.64,48.16,car
94,8,881.06,312.03,68.78,45.79,car
94,11,1102.09,297.17,29.5,26.07,car
94,12,974.45,342.92,105.86,98.1,car
94,22,1109.09,271.32,50.21,13.86,car
94,26,1019.92,316.54,65.03,42.69,car
94,30,979.69,279.24,64.87,30.35,car
94,35,1066.36,307.23,44.03,35.53,car
94,38,563.24,465.18,230.42,131.75,car
94,42,948.18,292.22,61.77,25.72,car
94,43,1147.81,313.78,34.96,50.01,car
95,3,605.87,358.91,115.16,49.63,car
95,5,409.81,343.61,110.96,47.5,car
95,8,878.91,311.71,70.63,46.95,car
95,11,1102.41,297.29,29.18,25.68,car
95,12,976.18,342.86,104.12,96.65,car
95,22,1109.19,271.32,50.09,13.81,car
95,26,1020.23,316.1,65.31,43.37,car
95,30,979.41,279.18,65.14,30.49,car
95,35,1066.83,307.58,44.06,35.59,car
95,38,570.38,461.02,224.79,128.09,car
95,42,948.03,292.22,62.16,25.77,car
95,43,1147.89,313.93,34.91,49.95,car
95,52,442.59,574.79,459.01,88.57,car
96,3,601.42,358.09,114.8,49.03,car
96,5,406.19,343.34,110.53,47.36,car
96,8,877.5,311.37,72.25,48.18,car
96,11,1102.73,297.19,29.29,25.62,car
96,12,977.21,343.32,103.05,95.79,car
96,22,1109.41,271.31,50.03,13.77,car
96,26,1020.9,315.88,64.5,43.24,car
96,30,979.27,279.17,65.22,30.56,car
96,35,1066.93,307.94,44.2,35.94,car
96,38,578.41,459.41,219.73,124.76,car
96,42,947.92,292.19,62.45,25.79,car
96,52,437.35,569.29,478.94,92.85,car
97,3,597.02,358.08,115.37,48.96,car
97,5,403.97,343.65,109.46,46.77,car
97,8,877.51,311.65,71.25,47.41,car
97,11,1103.23,297.04,29.47,25.59,car
97,12,978.45,344.01,101.52,94.42,car
97,22,1109.33,271.35,49.97,13.73,car
97,26,1021.66,315.9,63.49,42.87,car
97,30,979.29,279.15,65.22,30.58,car
97,35,1066.79,307.67,44.6,36.54,car
97,38,583.4,457.83,216.41,122.38,car
97,42,947.64,292.13,62.83,25.86,car
97,52,443.01,566.6,494.86,96.58,car
98,3,595.3,358.11,115.94,48.9,car
98,5,403.18,343.77,109.24,46.57,car
98,8,877.53,311.75,70.95,47.13,car
98,11,1103.36,296.98,29.65,25.59,car
98,12,978.88,344.31,100.94,93.91,car
98,22,1109.27,271.37,50,13.71,car
98,26,1022.08,315.92,62.81,42.68,car
98,30,979.31,279.15,65.2,30.58,car
98,35,1066.81,307.57,44.57,36.77,car
98,38,584.68,457.35,215.84,121.61,car
98,42,947.48,292.11,63.08,25.88,car
98,52,446.35,565.71,497.52,97.84,car
99,3,591.64,358.04,114.9,48.06,car
99,5,397.94,343.12,110.2,46.85,car
99,8,876.18,311.67,71.35,47.35,car
99,11,1103.8,297.14,29.26,25.11,car
99,12,979.6,344.11,98.69,91.65,car
99,22,1109.45,271.34,49.96,13.67,car
99,26,1022.72,315.69,63.29,43.39,car
99,30,979.25,279.07,65.4,30.71,car
99,35,1068.02,308.26,43.29,35.94,car
99,38,590.55,452.84,214.81,120.58,car
99,42,947.53,292.11,63.13,25.84,car
99,43,1147.34,311.82,35.96,51.6,car
99,52,444.29,559.52,522.27,104.16,car
100,3,590.12,358.03,115.11,47.8,car
100,5,396,342.87,110.8,46.99,car
100,8,875.66,311.63,71.56,47.46,car
100,11,1103.87,297.14,29.28,24.99,car
100,12,979.78,343.98,98.08,90.98,car
100,22,1109.5,271.33,50.01,13.66,car
100,26,1023.09,315.61,63.16,43.66,car
100,30,979.25,279.04,65.44,30.75,car
100,35,1069.23,309.27,42.14,35.16,car
100,38,592.28,451.21,215.03,120.3,car
100,42,947.52,292.12,63.23,25.83,car
100,43,1147.32,311.61,35.99,51.77,car
100,52,446.09,557.28,526.27,106.52,car
101,3,584.87,357.69,115.15,47.36,car
101,5,391.24,342.69,110.95,46.96,car
101,8,872.96,311.22,73,48.5,car
101,11,1103.84,296.34,29.44,25.03,car
101,12,981.06,343.87,96.87,89.95,car
101,22,1109.6,271.2,50.27,13.68,car
101,26,1023.49,315.5,63.74,44.48,car
101,30,979.31,279.02,65.34,30.73,car
101,35,1070.07,309.51,41.4,34.71,car
101,38,599.51,449.19,211.95,118.18,car
101,42,947.52,292.05,63.41,25.85,car
101,43,1147.43,311.87,35.76,51.47,car
101,52,453.66,553.72,532.43,109.67,car
102,3,578.65,357.22,117.24,47.97,car
102,5,385.96,342.49,110.62,46.73,car
102,8,871.71,311.23,73.47,48.88,car
102,11,1103.45,295.92,29.67,25.12,car
102,12,981.63,342.82,97.61,90.92,car
102,22,1109.56,271.11,50.53,13.72,car
102,26,1023.9,315.15,63.7,44.88,car
102,30,979.27,278.98,65.35,30.75,car
102,35,1070.42,308.86,40.97,34.47,car
102,38,603.82,448.42,213.34,119.42,car
102,42,947.45,291.97,63.68,25.93,car
102,43,1147.44,311.8,35.81,51.55,car
102,52,456.96,549.28,541.15,113.61,car
103,3,574.83,357.02,117.43,47.73,car
103,5,382.71,342.46,111.04,46.87,car
103,8,871.23,311.38,73.24,48.77,car
103,11,1103.81,295.97,29.33,24.74,car
103,12,983.75,343.65,94.33,87.81,car
103,22,1109.57,271.1,50.62,13.71,car
103,26,1024.25,314.8,63.56,45.23,car
103,30,979.27,278.99,65.18,30.69,car
103,35,1071.1,308.52,40.56,34.21,car
103,38,610.68,447.71,210.72,117.91,car
103,42,947.36,291.95,63.82,25.97,car
103,43,1147.52,313.56,35.23,50.54,car
103,52,459.16,544.71,551.71,118.66,car
104,3,573.33,356.98,117.9,47.63,car
104,5,381.58,342.45,111.27,46.93,car
104,8,871.1,311.41,73.11,48.73,car
104,11,1103.91,295.99,29.25,24.6,car
104,12,984.5,344.11,93.09,86.59,car
104,22,1109.54,271.1,50.72,13.71,car
104,26,1024.5,314.64,63.19,45.39,car
104,30,979.2,279,65.04,30.66,car
104,35,1071.42,308.41,40.28,34.05,car
104,38,613.02,447.51,209.78,117.32,car
104,42,947.32,291.94,63.9,25.98,car
104,43,1147.5,313.95,35.18,50.33,car
104,52,464.37,543.05,546.7,120.38,car
104,56,-5.67,490.9,108.12,154.12,car
105,3,567.43,357.03,116.51,46.68,car
105,5,377.35,342.32,110.73,46.67,car
105,8,871.36,312.38,72.27,48.15,car
105,11,1103.92,296.09,29.18,24.41,car
105,12,986.25,343.47,90.6,83.72,car
105,22,1109.48,270.97,51.4,13.86,car
105,26,1025.16,314.38,63.03,45.78,car
105,30,979.35,278.98,65,30.67,car
105,35,1072.44,308.3,39.93,33.83,car
105,38,617.34,444.87,209.18,117.28,car
105,42,947.52,291.99,63.73,25.88,car
105,43,1147.25,313.69,35.46,50.63,car
105,52,465.18,538.74,557.19,125.85,car
105,56,-16.32,492.64,108.4,156.67,car
106,3,565.1,357.07,116.51,46.33,car
106,5,375.84,342.28,110.58,46.58,car
106,8,871.47,312.78,71.94,47.89,car
106,11,1103.85,296.07,29.32,24.42,car
106,12,986.74,343.27,89.99,82.63,car
106,22,1109.44,270.92,51.69,13.92,car
106,26,1025.73,314.28,62.37,45.74,car
106,30,979.42,278.98,64.94,30.67,car
106,35,1072.64,308.14,40.02,33.96,car
106,38,618.98,443.95,208.63,117.25,car
106,42,947.58,291.99,63.71,25.85,car
106,43,1147.12,313.53,35.64,50.81,car
106,52,469.74,537.05,552.6,127.9,car
106,56,-19.07,493.07,107.24,157.54,car
107,3,559.5,356.31,116.91,46.26,car
107,5,370.8,342.22,110.47,46.57,car
107,8,870.74,313.43,71.59,47.53,car
107,11,1104.03,296,29.16,24.29,car
107,12,986.75,342.36,89.14,81.7,car
107,22,1109.28,270.74,52.26,14.06,car
107,26,1026.72,314.14,61.82,45.75,car
107,30,979.53,278.98,64.82,30.62,car
107,35,1073.8,308.46,39.02,33.2,car
107,38,620.46,441.2,209.9,118.71,car
107,42,947.59,292.03,63.69,25.81,car
107,43,1147.1,313.61,35.64,50.81,car
107,52,481.78,531.12,563.7,135.2,car
107,56,-23.52,505.52,96.37,145.71,car
108,3,553.43,355.92,117.94,46.48,car
108,5,366.91,342.18,109.99,46.36,car
108,8,869.52,313.56,71.63,47.46,car
108,11,1104.02,295.7,29.66,24.61,car
108,12,986.78,341.11,90.22,82.39,car
108,22,1109.26,270.58,52.75,14.18,car
108,26,1026.79,313.76,62.22,46.44,car
108,30,979.56,278.99,64.79,30.61,car
108,35,1074.08,308.3,38.98,33.26,car
108,38,627.59,439.25,205.31,116.25,car
108,42,947.6,291.98,63.71,25.8,car
108,52,489.42,527.03,562.74,139.53,car
108,56,-28.35,509.21,95.15,143.87,car
109,3,551.33,355.79,116.64,45.69,car
109,5,363.55,342.3,109.71,46.28,car
109,8,868.61,313.5,72.09,47.82,car
109,11,1104.19,295.6,29.56,24.52,car
109,12,987.52,341.32,89.61,81.72,car
109,22,1109.29,270.48,53.03,14.25,car
109,26,1028.26,313.77,61.52,46.25,car
109,30,979.67,279.06,64.58,30.5,car
109,35,1074.77,308.44,38.54,32.96,car
109,38,632.59,438.35,203.62,115.56,car
109,42,947.54,291.92,63.83,25.82,car
109,52,501.74,522.76,559.61,144.12,car
110,3,550.54,355.75,116.52,45.39,car
110,5,362.42,342.34,109.56,46.25,car
110,8,868.32,313.46,72.22,47.96,car
110,12,987.5,340.66,89.93,81.71,car
110,22,1109.3,270.47,53.1,14.26,car
110,26,1028.82,313.78,61.21,46.33,car
110,30,979.71,279.09,64.5,30.46,car
110,35,1075.01,308.49,38.33,32.84,car
110,38,634.48,438.12,202.66,115.23,car
110,42,947.5,291.9,63.9,25.82,car
110,52,512.59,521.18,546.01,145.82,car
110,58,320.87,352.39,34.96,18.25,car
111,3,543.55,355.07,117.78,45.77,car
111,5,357.49,342.49,108.57,45.8,car
111,8,866.61,313.03,73.65,49.05,car
111,12,987.92,340.32,89.84,81.33,car
111,22,1109.38,270.32,53.5,14.36,car
111,26,1029.73,313.37,60.89,46.41,car
111,30,979.79,279.12,64.38,30.38,car
111,35,1077.22,309.25,37.03,31.34,car
111,38,641.31,436.73,199.19,113.73,car
111,42,947.48,291.89,63.98,25.83,car
111,43,1144.43,307.43,38.89,55.86,car
111,52,521.95,510.77,551.25,153.13,car
111,58,320.39,352.48,35.16,18.36,car
112,3,540.99,354.83,118.39,45.91,car
112,5,355.75,342.55,108.24,45.62,car
112,8,866.05,312.91,74.04,49.45,car
112,12,987.97,340.19,90.03,81.24,car
112,22,1109.31,270.24,53.8,14.43,car
112,26,1030.15,313.22,60.61,46.49,car
112,30,979.81,279.13,64.35,30.36,car
112,35,1077.9,309.51,36.82,30.81,car
112,38,643.9,436.26,197.48,113.2,car
112,42,947.45,291.89,64.04,25.83,car
112,43,1144.29,306.84,38.98,56.34,car
112,52,531.95,506.88,540.37,155.84,car
112,58,320.23,352.52,35.24,18.39,car
113,3,535.33,354.25,118.69,45.87,car
113,5,349.8,342.52,108,45.38,car
113,8,865.02,312.89,73.77,49.34,car
113,11,1106.12,293.96,29.95,24.8,car
113,12,988.62,339.95,89.38,80.3,car
113,22,1108.56,269.94,56.43,15.23,car
113,26,1030.44,312.76,60.54,46.69,car
113,30,979.94,279.23,64.17,30.24,car
113,35,1077.81,308.82,36.22,30.24,car
113,38,647.4,434.72,199.24,115.05,car
113,42,947.37,291.81,64.28,25.92,car
113,43,1144.04,306.61,39.03,56.64,car
113,52,544.22,504.86,530.04,159,car
113,58,318.36,351.86,36.51,19.16,car
114,3,530.64,353.95,119.07,45.94,car
114,5,345.57,342.34,108.04,45.28,car
114,8,863.99,312.87,74,49.52,car
114,11,1106.47,293.96,30.09,24.9,car
114,12,989.25,339.91,88.8,79.41,car
114,22,1108.35,269.91,56.89,15.45,car
114,26,1030.66,312.23,60.92,47.32,car
114,30,980,279.25,64.19,30.21,car
114,35,1078.1,308.38,36.41,30.41,car
114,38,651.77,431.82,196.29,113.92,car
114,42,947.32,291.76,64.39,25.96,car
114,43,1143.88,306.37,39.12,57.01,car
114,52,553.36,500.58,523.69,163.39,car
114,58,317.58,352.62,34.6,18.34,car
115,3,529.01,353.84,119.31,45.96,car
115,5,343.95,342.26,108.29,45.27,car
115,8,863.64,312.86,74.06,49.59,car
115,11,1106.79,294.09,29.82,24.63,car
115,12,989.35,339.91,88.82,79.12,car
115,22,1108.34,269.91,56.9,15.53,car
115,26,1030.82,312.01,60.88,47.61,car
115,30,980,279.26,64.24,30.2,car
115,35,1078.13,308.19,36.53,30.53,car
115,38,653.75,430.86,194.11,113.11,car
115,42,947.3,291.75,64.44,25.98,car
115,43,1143.86,306.31,39.07,57.13,car
115,52,565.33,499.85,509.11,165.02,car
115,58,317.42,352.91,33.65,18.02,car
116,3,526.77,354.07,115.63,44.19,car
116,5,340.19,342.2,106.69,44.56,car
116,8,861.69,313.2,75.06,50.24,car
116,11,1106.78,293.85,30.02,24.69,car
116,12,990.32,340.19,88.04,78.12,car
116,22,1108.65,269.95,56.1,15.37,car
116,26,1032.17,311.51,58.31,45.65,car
116,30,980.01,279.27,64.14,30.14,car
116,35,1078.99,307.87,36.87,30.79,car
116,38,659.12,428.18,194.18,114.12,car
116,42,947.24,291.71,64.47,25.99,car
116,43,1146.19,311.03,36.04,52.22,car
116,52,578.91,496.49,497.04,167.46,car
116,58,314.76,351.39,35.37,19.43,car
117,3,525.81,354.17,114.73,43.53,car
117,5,338.9,342.18,106.15,44.3,car
117,8,860.95,313.27,75.41,50.45,car
117,11,1106.74,293.77,30.15,24.7,car
117,12,990.52,340.28,87.96,77.77,car
117,22,1108.84,269.96,55.65,15.31,car
117,26,1032.7,311.31,57.28,44.89,car
117,30,980,279.27,64.13,30.12,car
117,35,1079.24,307.7,37.1,30.97,car
117,38,661.49,427.19,193.19,114.42,car
117,42,947.21,291.7,64.46,26,car
117,43,1147.05,312.91,34.97,50.27,car
117,52,589.14,495.19,481.91,168.4,car
117,58,314.15,350.85,35.35,19.94,car
118,3,520.52,354.04,113.97,42.98,car
118,5,332.23,341.62,107.37,44.87,car
118,8,860.15,313.94,75.23,50.3,car
118,11,1107.4,293.63,30.05,24.57,car
118,12,992.03,339.47,87.37,76.93,car
118,22,1109.32,270.56,52.83,14.48,car
118,26,1032.91,312.04,57.7,45.2,car
118,30,979.96,279.25,64.16,30.12,car
118,35,1080.36,307.7,37.01,30.81,car
118,38,667.28,425.3,189.1,113.01,car
118,42,947.11,291.67,64.71,26.12,car
118,43,1147.32,313.67,34.68,49.52,car
118,52,597.52,487.24,486.89,177.32,car
118,58,313.16,350.6,35.75,20.16,car
119,3,515.18,353.97,113.87,42.61,car
119,5,327.9,341.78,106.89,44.68,car
119,8,859.33,314.08,75.93,50.83,car
119,11,1107.67,293.15,30.36,24.86,car
119,12,992.73,338.41,87.52,76.69,car
119,22,1109.82,270.82,51.63,14.09,car
119,26,1033.58,311.83,57.37,44.93,car
119,30,979.96,279.21,64.27,30.16,car
119,35,1080.08,306.85,37.7,31.41,car
119,38,670.98,424.09,186.78,112.65,car
119,42,947.12,291.66,64.71,26.15,car
119,43,1147.41,314.14,34.57,49.01,car
119,52,613.64,486.01,466.53,176.53,car
120,3,510.57,353.46,115.22,42.93,car
120,5,323.62,341.44,107.6,44.99,car
120,8,858.5,314,76.4,51.37,car
120,11,1107.85,293.07,30.35,24.88,car
120,12,993.6,338.88,85.93,74.79,car
120,22,1109.91,271,50.9,13.84,car
120,26,1034.05,311.81,57.45,44.89,car
120,30,979.92,279.19,64.41,30.22,car
120,35,1081.07,307.09,37.73,31.37,car
120,38,675.96,422.96,182.7,111.01,car
120,42,947.13,291.66,64.64,26.14,car
120,43,1147.41,314.35,34.63,48.8,car
120,52,621.92,481.36,464.26,182.87,car
121,3,508.84,353.29,116.03,43.07,car
121,5,322.21,341.31,107.85,45.11,car
121,8,858.32,313.96,76.38,51.56,car
121,11,1107.94,293.05,30.31,24.88,car
121,12,993.71,339.01,85.76,74.21,car
121,22,1109.89,271.07,50.75,13.75,car
121,26,1034.12,311.81,57.61,44.93,car
121,30,979.9,279.18,64.47,30.24,car
121,35,1081.44,307.17,37.75,31.31,car
121,38,677.96,422.52,180.63,110.52,car
121,42,947.15,291.66,64.59,26.14,car
121,43,1147.36,314.42,34.76,48.73,car
121,52,630.07,479.4,454.3,185.76,car
122,3,502.38,353.22,116.72,43.1,car
122,5,319.6,341.41,106.49,44.6,car
122,8,857.34,314.5,75.91,51.25,car
122,11,1108.11,292.92,30.44,25.08,car
122,12,994.13,336.89,86.82,74.83,car
122,22,1109.76,271.29,50.2,13.56,car
122,26,1036.03,311.11,56.45,44.13,car
122,30,979.79,279.22,64.42,30.22,car
122,35,1081.93,306.92,37.72,31.17,car
122,38,684.19,420.98,175.08,107.59,car
122,42,947.2,291.64,64.61,26.17,car
122,43,1147.11,314.36,35.01,48.82,car
122,52,643.77,474.07,442.94,188.23,car
123,3,499.88,353.18,117.35,43.14,car
123,5,318.8,341.45,105.93,44.42,car
123,8,857.01,314.67,75.62,51.06,car
123,11,1108.19,292.85,30.45,25.17,car
123,12,994.11,336.12,87.38,75.07,car
123,22,1109.66,271.37,50.05,13.48,car
123,26,1036.73,310.86,55.96,43.84,car
123,30,979.75,279.23,64.39,30.21,car
123,35,1082.06,306.84,37.77,31.1,car
123,38,686.51,420.47,172.69,106.55,car
123,42,947.23,291.64,64.59,26.18,car
123,43,1146.96,314.33,35.22,48.86,car
123,52,653.48,471.96,429.44,189.25,car
124,3,493.85,352.6,118,43.31,car
124,5,314.04,341.37,105.07,44.14,car
124,8,854.93,314.27,77.52,52.49,car
124,11,1108.51,292.78,30.08,24.86,car
124,12,995.63,337.72,85.72,73.55,car
124,22,1109.72,271.45,49.71,13.39,car
124,26,1037.51,310.12,56.24,44.3,car
124,30,979.71,279.21,64.52,30.27,car
124,35,1082.54,306.49,37.57,30.85,car
124,38,689.96,417.47,171.31,106.45,car
124,42,947.26,291.64,64.59,26.2,car
124,43,1146.72,313.68,35.79,49.56,car
124,52,670.33,471.05,412.21,187.97,car
125,3,488.97,352.54,117.67,43.09,car
125,5,310.44,341.62,103.82,43.81,car
125,8,853.41,313.99,78.07,53.02,car
125,11,1108.74,292.94,29.68,24.53,car
125,12,994.69,335.96,87.54,75.27,car
125,26,1036.85,309.37,57.11,45.11,car
125,30,979.76,279.18,64.5,30.26,car
125,35,1083.1,306.23,37.56,30.73,car
125,38,692.01,415.63,170.6,106.93,car
125,42,947.29,291.63,64.56,26.2,car
125,43,1146.6,313.47,36.04,49.83,car
125,52,683.85,468.06,398.95,188.11,car
126,3,487.21,352.53,117.72,43.01,car
126,5,309.33,341.71,103.14,43.7,car
126,8,852.96,313.88,78.1,53.19,car
126,11,1108.83,293.02,29.51,24.39,car
126,12,994.54,335.73,87.69,75.49,car
126,26,1036.62,309.12,57.33,45.39,car
126,30,979.71,279.18,64.52,30.26,car
126,35,1083.26,306.16,37.6,30.67,car
126,38,693.03,414.98,169.64,107.16,car
126,42,947.29,291.64,64.53,26.2,car
126,43,1146.55,313.39,36.17,49.93,car
126,52,691.57,466.63,386.46,188.18,car
127,3,482.45,352.5,117.68,42.89,car
127,5,305.68,341.3,102.52,43.52,car
127,8,852.65,314.17,77.81,53.02,car
127,11,1109.3,292.75,29.42,24.33,car
127,12,995.36,334.59,87.97,75.79,car
127,26,1036.71,308.81,57.57,45.71,car
127,30,979.6,279.14,64.66,30.33,car
127,35,1084.19,306.48,37.39,30.34,car
127,38,698.17,412.4,168.38,107.35,car
127,42,947.32,291.65,64.47,26.2,car
127,43,1144.53,308.39,39.51,55.26,car
127,52,704.56,463.43,373.02,187.44,car
128,3,480.71,352.47,117.9,42.87,car
128,5,304.47,341.15,102.18,43.44,car
128,8,852.58,314.27,77.64,52.94,car
128,11,1109.55,292.63,29.35,24.3,car
128,12,995.66,334.16,88.05,75.91,car
128,22,1109.85,271.19,50.63,13.59,car
128,26,1036.78,308.69,57.6,45.86,car
128,30,979.56,279.12,64.74,30.37,car
128,35,1084.54,306.74,37.29,30.09,car
128,38,700.45,411.46,167.09,107.42,car
128,42,947.34,291.66,64.43,26.19,car
128,43,1145.71,310.89,37.63,52.58,car
128,52,712.5,462.31,361.52,187.07,car
129,3,475.22,352.49,117.05,42.55,car
129,5,299.25,341.36,101.14,42.96,car
129,8,851.8,314.64,77.15,52.51,car
129,11,1109.28,291.45,30.08,25,car
129,12,995.47,333.18,87.33,75.42,car
129,22,1109.82,270.97,51.42,13.75,car
129,26,1036.86,308.56,57.93,46.35,car
129,30,979.39,279.05,64.88,30.46,car
129,35,1084.96,306.67,36.96,29.72,car
129,38,705.95,410.21,159.64,103.18,car
129,42,947.39,291.71,64.29,26.14,car
129,43,1146.4,312.21,36.84,51.52,car
129,52,731.54,462.01,337.31,179.38,car
130,3,470.29,352.35,117.63,42.75,car
130,5,296.27,341.03,100.68,42.8,car
130,8,851.2,314.64,77.21,52.39,car
130,11,1109.52,291.06,30.13,25.09,car
130,12,995.83,330.82,89.22,77.06,car
130,22,1108.15,270.32,55.36,14.98,car
130,26,1037.2,308.41,57.9,46.57,car
130,30,979.47,278.8,64.99,30.58,car
